,Customer ID,Loan Sanction Amount (USD)
3163,C-16563,12353.821
3164,C-35001,-1051.157
3165,C-1266,10006.848
3166,C-11764,2163.9534
3167,C-21046,19868.889
3168,C-49428,60507.586
3169,C-32506,17962.328
3170,C-32627,154106.03
3171,C-20464,23255.426
3172,C-3896,17389.594
3173,C-35232,1685.7355
3174,C-29882,119834.586
3175,C-47767,-7056.0005
3176,C-45889,6012.471
3177,C-47579,16373.047
3178,C-15274,58995.105
3179,C-19403,44853.688
3180,C-16709,56860.375
3181,C-11788,17021.016
3182,C-4549,25384.21
3183,C-9414,19042.146
3184,C-42672,94274.76
3185,C-41318,49602.87
3186,C-44512,60241.29
3187,C-35258,15598.124
3188,C-19481,23573.508
3189,C-40331,119533.914
3190,C-28174,14004.299
3191,C-16160,42630.797
3192,C-8540,8672.64
3193,C-8854,47113.695
3194,C-43776,79314.984
3195,C-31956,98164.85
3196,C-43762,2747.208
3197,C-47001,1418.4819
3198,C-31584,154020.47
3199,C-30121,12010.66
3200,C-29000,1505.1023
3201,C-2530,134387.03
3202,C-20183,1869.7878
3203,C-31586,94153.15
3204,C-23710,18321.197
3205,C-49190,3030.1108
3206,C-22782,66493.18
3207,C-8212,115103.87
3208,C-34495,-1851.2941
3209,C-34539,34406.32
3210,C-16469,18102.307
3211,C-37409,24032.182
3212,C-27228,23767.174
3213,C-21645,41647.207
3214,C-40660,61602.77
3215,C-21508,87475.29
3216,C-37309,74467.01
3217,C-1133,33284.98
3218,C-40831,1760.5405
3219,C-47899,31005.045
3220,C-8982,59524.176
3221,C-6475,10.484314
3222,C-11001,14866.736
3223,C-41434,4747.3965
3224,C-41856,4194.6562
3225,C-32581,31838.81
3226,C-27355,105943.52
3227,C-46634,3183.9138
3228,C-35342,41569.086
3229,C-29069,91151.484
3230,C-33756,-3544.621
3231,C-13753,52790.36
3232,C-47893,43613.117
3233,C-43682,47453.027
3234,C-30837,29198.62
3235,C-11949,65702.19
3236,C-6007,26651.816
3237,C-30806,-5136.807
3238,C-14059,193822.97
3239,C-19474,42950.33
3240,C-16075,10490.758
3241,C-30840,45823.74
3242,C-14874,7188.285
3243,C-7592,40439.117
3244,C-46466,79187.39
3245,C-26128,4016.4897
3246,C-26587,2016.2528
3247,C-21840,123333.03
3248,C-45477,1396.5408
3249,C-41336,405.34207
3250,C-37485,89366.14
3251,C-31604,205662.55
3252,C-24142,22289.02
3253,C-4371,57603.37
3254,C-22008,114001.46
3255,C-4361,67075.0
3256,C-49499,56151.887
3257,C-18422,-211.73038
3258,C-27658,103933.875
3259,C-10513,6428.867
3260,C-2863,75318.3
3261,C-30695,13996.017
3262,C-9174,21011.982
3263,C-3305,78325.3
3264,C-17560,13186.674
3265,C-37703,3628.3157
3266,C-7915,55880.98
3267,C-2523,37402.586
3268,C-36478,42437.7
3269,C-34621,-1335.8655
3270,C-3839,20559.46
3271,C-6405,15988.583
3272,C-9360,-1828.9021
3273,C-47294,102612.055
3274,C-21378,25955.787
3275,C-3873,47692.87
3276,C-32731,36077.555
3277,C-44537,33568.81
3278,C-18615,81534.14
3279,C-35065,118598.81
3280,C-47235,31649.883
3281,C-41643,85620.65
3282,C-28561,37851.125
3283,C-11165,36456.812
3284,C-43589,26535.895
3285,C-19653,58105.47
3286,C-37332,58601.113
3287,C-16413,-1996.6041
3288,C-6412,110868.54
3289,C-24719,211114.9
3290,C-9128,70028.625
3291,C-42516,2206.1606
3292,C-38604,121804.76
3293,C-42588,-17256.93
3294,C-24543,77486.305
3295,C-8705,64016.88
3296,C-19668,41133.22
3297,C-10261,10245.925
3298,C-33486,59938.73
3299,C-4034,84518.35
3300,C-35072,83978.82
3301,C-47014,78697.836
3302,C-31220,18769.58
3303,C-18117,25172.795
3304,C-33659,19114.268
3305,C-5238,30298.36
3306,C-48502,22940.818
3307,C-1829,27511.982
3308,C-37256,92458.695
3309,C-1987,38480.46
3310,C-14567,5882.4424
3311,C-25021,30659.959
3312,C-6631,61069.59
3313,C-10128,26170.732
3314,C-8764,41667.58
3315,C-37291,36081.156
3316,C-1676,30759.39
3317,C-10139,133932.83
3318,C-11688,1155.3231
3319,C-43637,224204.08
3320,C-28110,110998.02
3321,C-29671,101599.15
3322,C-9246,33664.152
3323,C-10116,87419.82
3324,C-24598,14744.14
3325,C-734,58105.47
3326,C-38708,34448.645
3327,C-11892,16233.237
3328,C-13191,40668.855
3329,C-36980,1691.238
3330,C-14840,77513.48
3331,C-15421,58175.22
3332,C-38635,1441.2736
3333,C-27899,37532.953
3334,C-22381,12372.443
3335,C-5037,39484.688
3336,C-31732,72143.32
3337,C-4126,76006.195
3338,C-26111,51021.273
3339,C-31985,42845.82
3340,C-22199,25922.035
3341,C-8516,-21896.922
3342,C-23685,29361.68
3343,C-37529,51115.496
3344,C-49576,15783.515
3345,C-42158,19164.404
3346,C-45322,12124.439
3347,C-28509,94625.32
3348,C-20999,13069.627
3349,C-23490,95376.54
3350,C-9305,51037.297
3351,C-30050,40948.83
3352,C-40247,47533.406
3353,C-40069,73770.5
3354,C-815,13876.054
3355,C-16291,72061.375
3356,C-3859,32336.799
3357,C-13526,38148.562
3358,C-11318,55737.93
3359,C-44528,4240.7197
3360,C-49592,1958.767
3361,C-44452,92346.3
3362,C-15818,41608.8
3363,C-19715,48695.574
3364,C-40850,47784.594
3365,C-32164,34786.84
3366,C-42920,52863.29
3367,C-46588,5191.7607
3368,C-19830,43516.996
3369,C-17379,54904.926
3370,C-22445,-1432.5203
3371,C-19395,2976.3267
3372,C-15162,30974.852
3373,C-12837,57259.402
3374,C-15278,28947.648
3375,C-39392,62111.64
3376,C-38084,17749.123
3377,C-48822,3462.8977
3378,C-3907,28424.26
3379,C-19754,26570.578
3380,C-16966,23299.217
3381,C-2541,40240.41
3382,C-44488,1777.5981
3383,C-28181,-2087.764
3384,C-1104,99073.055
3385,C-34638,43786.723
3386,C-11022,23784.746
3387,C-3322,53836.81
3388,C-7586,43597.977
3389,C-48030,1862.4889
3390,C-48760,16381.756
3391,C-8970,3173.0625
3392,C-27914,76458.21
3393,C-14175,102388.516
3394,C-38249,128330.14
3395,C-47827,6044.773
3396,C-30725,45324.504
3397,C-16105,92548.01
3398,C-42505,130689.59
3399,C-44828,71524.37
3400,C-5055,12608.068
3401,C-48732,20259.207
3402,C-14923,227100.73
3403,C-21894,23756.713
3404,C-26007,43007.293
3405,C-42127,212876.45
3406,C-49437,41478.79
3407,C-19102,35479.246
3408,C-36890,905.8888
3409,C-2917,32641.607
3410,C-1305,75988.03
3411,C-39443,17369.223
3412,C-36001,2150.628
3413,C-36785,70700.555
3414,C-6517,739.5097
3415,C-28992,21236.44
3416,C-25321,12265.158
3417,C-9726,16474.959
3418,C-17820,19835.918
3419,C-11330,19761.98
3420,C-37213,67738.78
3421,C-39344,107043.41
3422,C-17654,-2172.1963
3423,C-40097,102551.086
3424,C-33896,12280.122
3425,C-14379,52569.637
3426,C-16733,95750.92
3427,C-42511,33562.93
3428,C-38261,78368.31
3429,C-23607,68697.555
3430,C-25786,2152.4758
3431,C-23115,9933.351
3432,C-17722,41202.074
3433,C-26172,1889.3534
3434,C-21507,21206.545
3435,C-39540,-1076.3499
3436,C-28827,22415.508
3437,C-17537,102995.625
3438,C-7254,2096.1453
3439,C-13566,83150.305
3440,C-29469,50572.816
3441,C-24011,25236.553
3442,C-38962,35860.414
3443,C-32179,109442.08
3444,C-38954,3896.9795
3445,C-26740,11431.748
3446,C-39525,12474.952
3447,C-11717,1321.1439
3448,C-43816,42876.18
3449,C-13740,46516.61
3450,C-11536,192885.53
3451,C-33102,38732.035
3452,C-13871,52172.91
3453,C-32647,19035.824
3454,C-49814,42062.2
3455,C-32571,75504.984
3456,C-26707,58554.316
3457,C-46085,24437.832
3458,C-44161,20860.9
3459,C-47967,39386.805
3460,C-35204,54097.31
3461,C-28320,25171.684
3462,C-9426,105906.23
3463,C-40453,35086.273
3464,C-17793,85188.2
3465,C-39435,56458.727
3466,C-29961,61275.402
3467,C-28162,192681.22
3468,C-14983,88446.766
3469,C-39955,96035.76
3470,C-7442,-986.8807
3471,C-38562,37835.95
3472,C-47613,165131.86
3473,C-6054,96071.95
3474,C-36937,71450.164
3475,C-2887,73109.84
3476,C-22608,52290.31
3477,C-41423,19724.836
3478,C-8735,18375.48
3479,C-15852,62579.715
3480,C-44361,1036.285
3481,C-38515,74304.96
3482,C-22746,19208.14
3483,C-47758,72447.37
3484,C-1157,77042.484
3485,C-41782,115227.555
3486,C-15422,43194.35
3487,C-36870,54403.38
3488,C-28634,51337.832
3489,C-15349,73539.72
3490,C-17266,13905.384
3491,C-37212,1954.2922
3492,C-22136,39313.176
3493,C-2484,20689.93
3494,C-1190,114513.9
3495,C-25992,14484.311
3496,C-26515,96670.72
3497,C-21215,6303.4937
3498,C-11088,6761.5195
3499,C-21667,114948.93
3500,C-34594,87564.305
3501,C-26137,5613.9297
3502,C-18058,43461.508
3503,C-1928,45860.652
3504,C-42885,353.0994
3505,C-41283,-2345.5168
3506,C-26351,80417.12
3507,C-36553,102668.7
3508,C-34996,69413.19
3509,C-48531,3204.9497
3510,C-16624,25382.842
3511,C-2141,37313.816
3512,C-9403,48604.89
3513,C-24895,2173.8843
3514,C-1406,33198.266
3515,C-22343,43620.406
3516,C-11283,43780.85
3517,C-7105,147071.95
3518,C-5343,20230.758
3519,C-11877,41558.414
3520,C-25320,-376.8237
3521,C-27584,32771.87
3522,C-9513,5515.6924
3523,C-1173,11501.351
3524,C-16388,21226.902
3525,C-10764,24631.965
3526,C-27942,87786.055
3527,C-8004,1332.1627
3528,C-29201,21224.428
3529,C-8165,19754.748
3530,C-28186,70743.47
3531,C-29917,86709.11
3532,C-39388,51606.613
3533,C-48244,3581.995
3534,C-16084,110277.0
3535,C-25487,52147.363
3536,C-42597,1581.0381
3537,C-34167,1472.6146
3538,C-41446,25995.658
3539,C-1239,46383.258
3540,C-33040,44495.3
3541,C-27608,34350.56
3542,C-23453,23128.408
3543,C-1123,49753.88
3544,C-5436,73398.83
3545,C-42174,615.82983
3546,C-4860,35335.293
3547,C-13490,43157.293
3548,C-17174,39716.145
3549,C-753,81134.445
3550,C-15810,50664.562
3551,C-42128,1442.1046
3552,C-8811,49237.43
3553,C-31297,22960.543
3554,C-17403,81634.945
3555,C-48410,47754.375
3556,C-46408,14628.105
3557,C-2479,9550.561
3558,C-21801,23677.662
3559,C-13619,59226.87
3560,C-30966,135941.25
3561,C-22836,31954.059
3562,C-5626,39832.395
3563,C-20689,24335.363
3564,C-32432,43166.586
3565,C-6895,-125.29077
3566,C-25130,32676.77
3567,C-39496,27091.47
3568,C-10030,223038.31
3569,C-29985,72791.25
3570,C-28023,148081.69
3571,C-33366,100515.266
3572,C-8486,32848.766
3573,C-15000,1764.1721
3574,C-23912,107770.7
3575,C-1764,24926.438
3576,C-7533,35718.223
3577,C-26806,72228.95
3578,C-3015,29702.936
3579,C-44220,975.64606
3580,C-39798,10726.978
3581,C-35620,-1980.3531
3582,C-38023,116363.81
3583,C-10251,67035.54
3584,C-12284,25095.5
3585,C-35923,28151.71
3586,C-4043,71476.98
3587,C-43164,1052.0933
3588,C-11078,14484.311
3589,C-5480,68764.44
3590,C-27083,42115.273
3591,C-32623,39349.61
3592,C-2619,117415.52
3593,C-32271,50004.758
3594,C-27130,14608.083
3595,C-4772,2611.3315
3596,C-9592,107722.32
3597,C-36078,40422.742
3598,C-17839,34521.574
3599,C-7688,-3230.9255
3600,C-15390,63500.484
3601,C-22903,37294.62
3602,C-28377,11444.47
3603,C-9146,178840.31
3604,C-36253,15658.009
3605,C-1718,728.4359
3606,C-45838,-2646.1025
3607,C-4008,24001.959
3608,C-24734,128258.29
3609,C-5927,45258.75
3610,C-43330,102330.4
3611,C-18658,30345.344
3612,C-24253,15880.146
3613,C-3097,82048.086
3614,C-40966,25998.498
3615,C-32512,81384.57
3616,C-3983,2082.7236
3617,C-15442,852.52374
3618,C-33625,43456.402
3619,C-4560,112874.31
3620,C-5330,106484.586
3621,C-38970,77363.44
3622,C-19394,64402.43
3623,C-40546,31196.035
3624,C-16237,60076.73
3625,C-23401,132795.61
3626,C-633,39832.395
3627,C-33502,29286.496
3628,C-29793,167557.55
3629,C-3142,55085.98
3630,C-41241,75442.16
3631,C-19800,1346.9763
3632,C-48557,129324.87
3633,C-3780,1377.5417
3634,C-44356,-642.32294
3635,C-44327,-2145.648
3636,C-36874,220026.56
3637,C-23093,29957.662
3638,C-20166,49888.496
3639,C-32981,3489.1042
3640,C-36672,11484.035
3641,C-44236,59274.805
3642,C-20358,24682.234
3643,C-41614,4758.7104
3644,C-35865,87762.79
3645,C-12048,-16962.666
3646,C-20861,39380.633
3647,C-19215,26843.455
3648,C-39255,44687.797
3649,C-6024,76021.42
3650,C-45645,10103.082
3651,C-10205,163185.7
3652,C-32970,116583.18
3653,C-21834,94639.74
3654,C-37152,57348.8
3655,C-43635,-103.77988
3656,C-19059,91963.52
3657,C-14522,2784.552
3658,C-7150,14243.729
3659,C-10234,9202.805
3660,C-43828,-6161.827
3661,C-11894,-461.46695
3662,C-49682,-246.33276
3663,C-15139,44508.312
3664,C-10884,113593.336
3665,C-2340,36452.812
3666,C-17963,28863.459
3667,C-45916,1433.8661
3668,C-2956,39227.703
3669,C-4676,38148.562
3670,C-26014,66728.84
3671,C-34338,56375.73
3672,C-1554,85047.53
3673,C-13952,56694.46
3674,C-38578,46196.773
3675,C-31061,3687.4004
3676,C-23993,32599.564
3677,C-21961,53818.383
3678,C-25140,5662.152
3679,C-11746,115178.07
3680,C-45,27678.533
3681,C-4815,242601.2
3682,C-35481,73948.164
3683,C-3116,26065.84
3684,C-33453,12620.81
3685,C-11046,5801.692
3686,C-25045,92415.87
3687,C-30316,53275.703
3688,C-11489,120730.02
3689,C-45852,19065.719
3690,C-15205,46203.66
3691,C-34257,63472.742
3692,C-19023,74789.64
3693,C-22591,45800.508
3694,C-30485,92811.0
3695,C-40551,42772.89
3696,C-14271,6109.934
3697,C-45599,97240.34
3698,C-26741,64788.594
3699,C-9401,23108.816
3700,C-9651,76337.23
3701,C-25661,14559.887
3702,C-39737,122034.516
3703,C-27791,34191.438
3704,C-38997,24157.475
3705,C-33155,110930.055
3706,C-37158,117050.1
3707,C-48771,55779.973
3708,C-7775,13987.894
3709,C-7819,12174.109
3710,C-1228,29354.861
3711,C-4975,39483.7
3712,C-17515,11596.073
3713,C-27456,5650.282
3714,C-9583,9537.314
3715,C-46862,1374.4929
3716,C-48385,8904.395
3717,C-48390,75775.65
3718,C-11426,33255.72
3719,C-48946,-7965.4727
3720,C-9460,48519.098
3721,C-43485,-820.7474
3722,C-9876,99405.11
3723,C-47813,10746.457
3724,C-3626,32788.277
3725,C-42105,30268.527
3726,C-29233,98248.555
3727,C-28572,117249.39
3728,C-659,36780.95
3729,C-12398,70438.984
3730,C-48268,77457.305
3731,C-26068,90634.58
3732,C-26528,3183.764
3733,C-8289,45355.59
3734,C-9318,33138.047
3735,C-8296,2766.3328
3736,C-21791,44150.227
3737,C-17812,54809.875
3738,C-41047,58872.152
3739,C-3883,6350.257
3740,C-49610,2046.1561
3741,C-11569,160602.25
3742,C-19158,27840.283
3743,C-40468,33901.77
3744,C-29706,54543.71
3745,C-17411,130501.57
3746,C-20278,1515.2952
3747,C-20054,12901.341
3748,C-156,702.6674
3749,C-48633,-4721.326
3750,C-37033,61999.78
3751,C-11708,24853.504
3752,C-45240,-1444.6307
3753,C-48947,112068.88
3754,C-24983,32606.02
3755,C-553,17289.434
3756,C-21845,89597.58
3757,C-42517,14085.288
3758,C-40487,20572.482
3759,C-42998,25935.346
3760,C-22685,47438.18
3761,C-49530,70241.414
3762,C-32673,78542.13
3763,C-16828,16245.0625
3764,C-10482,157009.08
3765,C-48516,5490.7256
3766,C-15183,31405.213
3767,C-17446,25845.533
3768,C-1854,15616.9375
3769,C-23423,25663.404
3770,C-3733,114624.1
3771,C-44436,21510.926
3772,C-9716,85296.44
3773,C-8326,24035.916
3774,C-45014,3381.4995
3775,C-12940,9933.351
3776,C-19670,23866.385
3777,C-1785,23436.771
3778,C-31506,33749.504
3779,C-835,1687.4657
3780,C-15366,43069.504
3781,C-3760,37079.04
3782,C-46957,3599.558
3783,C-12072,1175.6282
3784,C-13413,26031.771
3785,C-19284,21230.5
3786,C-26627,179953.47
3787,C-1615,38972.977
3788,C-33528,18935.785
3789,C-22973,90269.24
3790,C-33129,142576.94
3791,C-22036,25958.684
3792,C-46068,11600.086
3793,C-8409,79860.164
3794,C-48794,14581.394
3795,C-42050,3553.3967
3796,C-30741,-1771.1376
3797,C-38184,14801.508
3798,C-27822,9976.0625
3799,C-14343,42277.223
3800,C-13899,147024.53
3801,C-24795,50745.13
3802,C-37005,13876.054
3803,C-3909,12640.654
3804,C-876,109120.15
3805,C-26819,2492.4634
3806,C-26856,41227.992
3807,C-40578,91386.02
3808,C-3143,174694.89
3809,C-609,-7703.503
3810,C-18244,24665.688
3811,C-9988,10655.517
3812,C-15739,47878.37
3813,C-14532,30067.025
3814,C-37824,19258.559
3815,C-6214,26368.93
3816,C-46648,10680.559
3817,C-33716,44764.82
3818,C-38625,2009.7896
3819,C-26176,32319.088
3820,C-1462,84771.88
3821,C-6348,10860.696
3822,C-10057,60302.465
3823,C-17188,67634.664
3824,C-35499,36442.6
3825,C-5236,64296.914
3826,C-2235,23954.94
3827,C-24643,146379.5
3828,C-26355,21176.572
3829,C-20331,78006.414
3830,C-27065,93231.01
3831,C-7174,11082.549
3832,C-25226,26105.541
3833,C-27811,-1275.4111
3834,C-37357,12417.439
3835,C-23146,89248.41
3836,C-14511,96427.695
3837,C-45733,28597.098
3838,C-2788,96660.445
3839,C-23699,162860.31
3840,C-15229,30787.156
3841,C-21262,141590.97
3842,C-35787,21385.617
3843,C-16786,12376.08
3844,C-1609,24115.656
3845,C-45919,59070.945
3846,C-40793,77921.79
3847,C-1768,23083.113
3848,C-25497,42858.363
3849,C-4014,1661.0157
3850,C-26901,172488.19
3851,C-12928,43249.574
3852,C-25423,26724.75
3853,C-24563,21673.967
3854,C-17449,24420.441
3855,C-23304,38559.723
3856,C-13956,1394.2799
3857,C-23103,15998.11
3858,C-15709,101236.47
3859,C-5044,17296.617
3860,C-7462,54795.383
3861,C-4774,17270.863
3862,C-10818,47543.414
3863,C-2642,31874.963
3864,C-11734,10843.249
3865,C-31677,102385.266
3866,C-40024,101189.14
3867,C-38399,59629.555
3868,C-6929,60320.977
3869,C-33626,1988.1445
3870,C-510,10739.482
3871,C-27848,54441.098
3872,C-14452,74118.695
3873,C-45380,10618.369
3874,C-44769,10968.671
3875,C-14121,44047.08
3876,C-24120,103616.54
3877,C-18481,111176.78
3878,C-14119,143558.0
3879,C-15069,116896.0
3880,C-49217,18232.914
3881,C-45792,12250.896
3882,C-7396,100178.58
3883,C-12020,1975.1135
3884,C-12967,2861.1597
3885,C-12179,37375.934
3886,C-44636,86416.68
3887,C-44662,99832.43
3888,C-4754,10165.402
3889,C-22562,52788.676
3890,C-13584,8626.608
3891,C-36926,28986.129
3892,C-43824,1773.2092
3893,C-43880,86091.79
3894,C-25540,50129.375
3895,C-21245,57731.883
3896,C-21317,25510.043
3897,C-14879,42019.582
3898,C-39842,4013.594
3899,C-31122,51187.43
3900,C-16760,43101.15
3901,C-33697,110148.69
3902,C-16429,52567.094
3903,C-48440,166590.23
3904,C-35604,99222.81
3905,C-1144,80825.266
3906,C-49713,105997.89
3907,C-29490,43036.402
3908,C-36158,50232.945
3909,C-9813,26028.72
3910,C-9595,-3593.9954
3911,C-3328,2530.247
3912,C-31864,-7178.7725
3913,C-11409,-4311.141
3914,C-18414,3509.098
3915,C-37415,-2099.262
3916,C-17615,100096.95
3917,C-37761,103816.31
3918,C-10795,1419.2706
3919,C-33521,18968.645
3920,C-14643,84672.22
3921,C-15457,3708.0051
3922,C-2688,65161.21
3923,C-38293,99847.11
3924,C-23708,3778.304
3925,C-2089,87647.42
3926,C-36852,10140.484
3927,C-4819,61749.637
3928,C-7452,92334.72
3929,C-32749,88445.805
3930,C-18393,55144.086
3931,C-22070,77475.43
3932,C-12652,33724.152
3933,C-48470,6498.502
3934,C-7929,20073.19
3935,C-38911,67726.625
3936,C-13815,123202.26
3937,C-33189,57264.848
3938,C-17296,29486.973
3939,C-30931,15640.836
3940,C-7244,53060.56
3941,C-48498,1436.449
3942,C-31629,14331.4375
3943,C-825,43355.605
3944,C-46832,21260.918
3945,C-49779,1012.5829
3946,C-20528,166346.31
3947,C-3239,22442.22
3948,C-34070,19044.44
3949,C-10281,48369.883
3950,C-16683,17577.21
3951,C-5255,-3036.209
3952,C-46252,41523.477
3953,C-17695,103678.75
3954,C-48663,58882.473
3955,C-15332,26328.502
3956,C-41015,67722.51
3957,C-49112,3394.8018
3958,C-12116,87654.195
3959,C-42427,5485.1714
3960,C-11397,1386.8917
3961,C-35950,-2337.9668
3962,C-15443,124891.625
3963,C-33016,139664.95
3964,C-2279,62849.18
3965,C-25345,42953.41
3966,C-12008,120.33261
3967,C-15500,30884.674
3968,C-22952,12181.82
3969,C-38842,49844.848
3970,C-22972,124804.21
3971,C-3297,34101.39
3972,C-4339,44760.727
3973,C-16182,124577.766
3974,C-41903,95612.125
3975,C-32193,3085.6777
3976,C-27767,19185.162
3977,C-7638,-2234.161
3978,C-3205,48518.49
3979,C-13025,-6598.1147
3980,C-26304,90898.31
3981,C-17944,14666.865
3982,C-11888,-8197.025
3983,C-20396,102711.77
3984,C-35187,50884.11
3985,C-2029,101035.57
3986,C-43484,1600.0165
3987,C-43851,28600.318
3988,C-929,44981.574
3989,C-30502,23054.115
3990,C-34752,55346.375
3991,C-21430,62883.66
3992,C-41521,37864.13
3993,C-48124,43716.81
3994,C-49508,327.51123
3995,C-22577,37840.94
3996,C-32491,122014.76
3997,C-15771,58079.05
3998,C-28074,44693.984
3999,C-12383,23477.086
4000,C-1427,27781.053
4001,C-30389,79248.53
4002,C-12637,17460.824
4003,C-11498,97642.54
4004,C-17157,88068.81
4005,C-19914,67400.836
4006,C-20704,3145.3657
4007,C-12763,42785.434
4008,C-39264,42350.152
4009,C-10734,25830.494
4010,C-30428,28262.426
4011,C-2904,98056.42
4012,C-44945,35208.766
4013,C-15169,173132.78
4014,C-49349,240.26924
4015,C-4727,27260.86
4016,C-40352,103214.56
4017,C-23264,61455.043
4018,C-30859,23546.7
4019,C-19561,24127.252
4020,C-48131,44205.457
4021,C-12665,-2403.708
4022,C-6218,97059.5
4023,C-29789,37778.195
4024,C-40455,11145.877
4025,C-4733,57464.773
4026,C-9005,640.3351
4027,C-13448,39300.633
4028,C-29854,27191.498
4029,C-46308,12160.528
4030,C-25871,15616.745
4031,C-35920,15465.861
4032,C-47400,18791.473
4033,C-48555,34418.426
4034,C-20212,28454.889
4035,C-40371,47228.195
4036,C-45424,14668.296
4037,C-15779,22112.445
4038,C-12702,4300.392
4039,C-20660,72347.41
4040,C-10168,-1992.1047
4041,C-17122,48981.02
4042,C-10455,40184.742
4043,C-15634,44637.14
4044,C-49360,3914.4897
4045,C-45640,101380.46
4046,C-13308,203592.25
4047,C-3298,12220.039
4048,C-44630,77860.67
4049,C-12879,1352.4825
4050,C-23365,13797.635
4051,C-27525,143299.89
4052,C-9975,12117.065
4053,C-34342,60315.332
4054,C-47751,24200.186
4055,C-26879,17550.896
4056,C-38483,27080.664
4057,C-36518,48746.62
4058,C-34134,-7024.1084
4059,C-36138,81386.61
4060,C-39891,94850.03
4061,C-26973,136377.25
4062,C-29353,70474.586
4063,C-2786,3989.348
4064,C-38068,77019.09
4065,C-8110,34107.24
4066,C-14388,119522.9
4067,C-29065,128566.28
4068,C-36540,142070.83
4069,C-20188,12306.948
4070,C-37752,41366.555
4071,C-22606,58413.043
4072,C-6055,125255.25
4073,C-39935,18776.088
4074,C-25521,70029.03
4075,C-28918,42582.2
4076,C-917,41710.727
4077,C-28373,91142.84
4078,C-17067,16080.709
4079,C-15755,14221.632
4080,C-18334,18938.99
4081,C-39746,709.2875
4082,C-26095,32211.006
4083,C-31934,1571.2672
4084,C-29203,15635.981
4085,C-4442,61615.332
4086,C-43285,39427.004
4087,C-8080,86191.94
4088,C-8074,69778.92
4089,C-9064,22919.725
4090,C-28661,29905.383
4091,C-33298,54430.55
4092,C-3682,-6385.9883
4093,C-24047,80614.14
4094,C-27828,80518.664
4095,C-25227,13748.43
4096,C-43134,1691.238
4097,C-6135,77453.2
4098,C-42919,47511.11
4099,C-28495,1773.2092
4100,C-34022,161130.8
4101,C-7993,108862.42
4102,C-37825,214217.53
4103,C-15473,56797.918
4104,C-22118,2156.4133
4105,C-9018,119744.72
4106,C-10947,19322.922
4107,C-30373,23361.314
4108,C-27433,20126.836
4109,C-19044,130321.87
4110,C-48226,-2299.0706
4111,C-48229,12530.542
4112,C-9934,21057.12
4113,C-36360,108675.914
4114,C-21150,132983.16
4115,C-30376,1879.8861
4116,C-20223,44267.867
4117,C-37649,50645.33
4118,C-9175,62863.215
4119,C-47832,6128.1987
4120,C-46503,51708.367
4121,C-38923,37934.855
4122,C-2332,140347.53
4123,C-21329,120094.34
4124,C-45831,24684.082
4125,C-33757,22418.906
4126,C-40227,67085.43
4127,C-757,26290.785
4128,C-46217,35134.79
4129,C-29101,90219.234
4130,C-26629,43428.33
4131,C-20520,2730.4426
4132,C-28928,24739.234
4133,C-3850,47924.23
4134,C-38692,55411.19
4135,C-18090,55914.207
4136,C-5861,30944.176
4137,C-41044,100133.43
4138,C-29154,31040.04
4139,C-49914,94439.12
4140,C-10031,3561.9685
4141,C-8962,44083.344
4142,C-48004,4749.4375
4143,C-26745,60588.996
4144,C-19302,64904.78
4145,C-40970,111484.9
4146,C-16415,25944.994
4147,C-47555,3965.3938
4148,C-2770,104621.6
4149,C-3021,96569.98
4150,C-6303,28010.271
4151,C-13721,19396.178
4152,C-30124,23208.322
4153,C-32833,104220.7
4154,C-36042,-52.29474
4155,C-28242,23729.854
4156,C-14843,42505.67
4157,C-28593,96743.0
4158,C-5638,11774.859
4159,C-219,-293.46204
4160,C-42017,2871.0042
4161,C-26701,122598.4
4162,C-36284,56866.668
4163,C-36086,31174.287
4164,C-31609,37045.02
4165,C-38393,74849.91
4166,C-42347,29138.727
4167,C-41416,21170.004
4168,C-27243,13903.944
4169,C-41644,-13.528025
4170,C-15903,45117.89
4171,C-41518,24540.395
4172,C-41696,2082.7236
4173,C-12046,54704.766
4174,C-37129,17296.617
4175,C-37098,22069.68
4176,C-23538,58016.84
4177,C-35101,77176.74
4178,C-28860,64238.973
4179,C-16964,29507.31
4180,C-2871,4461.5303
4181,C-18796,56890.664
4182,C-26265,-2213.444
4183,C-8954,83445.28
4184,C-45868,2137.1335
4185,C-39051,11672.919
4186,C-25902,61266.01
4187,C-134,103261.766
4188,C-11823,56652.465
4189,C-8666,38922.035
4190,C-34926,47761.094
4191,C-14581,-981.4244
4192,C-6807,20011.78
4193,C-26371,60831.523
4194,C-44134,11379.787
4195,C-43149,62918.176
4196,C-21260,40279.04
4197,C-1117,51892.5
4198,C-49588,37197.27
4199,C-12452,29995.186
4200,C-23553,13761.9375
4201,C-13875,50568.875
4202,C-36211,19392.445
4203,C-13377,12457.607
4204,C-37925,44495.3
4205,C-11159,12212.043
4206,C-44097,806.97723
4207,C-42023,39240.246
4208,C-49822,31633.205
4209,C-33922,97973.59
4210,C-18707,142667.11
4211,C-11147,24366.52
4212,C-4465,28642.445
4213,C-1577,49073.902
4214,C-11960,78478.83
4215,C-7182,59561.855
4216,C-40091,66186.0
4217,C-21054,106576.47
4218,C-25822,68068.35
4219,C-15143,12530.542
4220,C-1945,33644.56
4221,C-40511,136562.28
4222,C-4356,33553.637
4223,C-2078,41444.977
4224,C-25636,23141.393
4225,C-16947,28123.729
